LECROYWR640Zi,60762,Waveform
Segments,1,SegmentSize,402
Segment,TrigTime,TimeSinceSegment1
#1,11-Oct-2021 10:20:48,0                 
Time,Ampl
2.45717978e-005,8.23872e-005
2.45718228e-005,0.00469607
2.45718478e-005,0.00777186
2.45718728e-005,0.00790917
2.45718978e-005,0.00584949
2.45719228e-005,0.00357011
2.45719478e-005,0.00260893
2.45719728e-005,0.00351519
2.45719978e-005,0.00535517
2.45720228e-005,0.00683813
2.45720478e-005,0.00705783
2.45720728e-005,0.00672828
2.45720978e-005,0.00689306
2.45721228e-005,0.00796409
2.45721478e-005,0.00914498
2.45721728e-005,0.00878796
2.45721978e-005,0.00604173
2.45722228e-005,0.00249908
2.45722478e-005,0.000137312
2.45722728e-005,-0.000192237
2.45722978e-005,0.000878796
2.45723228e-005,0.00151043
2.45723478e-005,0.000796409
2.45723728e-005,0
2.45723978e-005,0.000219699
2.45724228e-005,0.0010985
2.45724478e-005,0.00194983
2.45724728e-005,0.00222445
2.45724978e-005,0.00205968
2.45725228e-005,0.00293848
2.45725478e-005,0.00565725
2.45725728e-005,0.00873304
2.45725978e-005,0.0103533
2.45726228e-005,0.00955691
2.45726478e-005,0.0066459
2.45726728e-005,0.00340534
2.45726978e-005,0.00205968
2.45727228e-005,0.00269131
2.45727478e-005,0.00395458
2.45727728e-005,0.00486084
2.45727978e-005,0.00461368
2.45728228e-005,0.00376235
2.45728478e-005,0.00378981
2.45728728e-005,0.00469607
2.45728978e-005,0.00606919
2.45729228e-005,0.00774439
2.45729478e-005,0.00911751
2.45729728e-005,0.00988646
2.45729978e-005,0.0104357
2.45730228e-005,0.0101062
2.45730478e-005,0.00785424
2.45730728e-005,0.00384473
2.45730978e-005,-0.00107103
2.45731228e-005,-0.00497069
2.45731478e-005,-0.00521785
2.45731728e-005,-0.000796409
2.45731978e-005,0.00617904
2.45732228e-005,0.0119461
2.45732478e-005,0.013484
2.45732728e-005,0.0094196
2.45732978e-005,0.00159282
2.45733228e-005,-0.00590441
2.45733478e-005,-0.00988646
2.45733728e-005,-0.00914498
2.45733978e-005,-0.00499815
2.45734228e-005,-0.000466861
2.45734478e-005,0.00205968
2.45734728e-005,0.00252654
2.45734978e-005,0.00227938
2.45735228e-005,0.00269131
2.45735478e-005,0.0036525
2.45735728e-005,0.0038722
2.45735978e-005,0.00258146
2.45736228e-005,0.000329549
2.45736478e-005,-0.000851334
2.45736728e-005,-8.23872e-005
2.45736978e-005,0.00203222
2.45737228e-005,0.00411936
2.45737478e-005,0.00431159
2.45737728e-005,0.0021146
2.45737978e-005,-0.000851334
2.45738228e-005,-0.00227938
2.45738478e-005,-0.00118088
2.45738728e-005,0.00227938
2.45738978e-005,0.00639874
2.45739228e-005,0.00870558
2.45739478e-005,0.00856826
2.45739728e-005,0.007305
2.45739978e-005,0.00571218
2.45740228e-005,0.00442144
2.45740478e-005,0.00411936
2.45740728e-005,0.00398205
2.45740978e-005,0.00340534
2.45741228e-005,0.00280116
2.45741478e-005,0.00162028
2.45741728e-005,8.23872e-005
2.45741978e-005,-0.000439398
2.45742228e-005,0.000219699
2.45742478e-005,0.00151043
2.45742728e-005,0.00269131
2.45742978e-005,0.00348772
2.45743228e-005,0.0032131
2.45743478e-005,0.00263639
2.45743728e-005,0.00219699
2.45743978e-005,0.00134566
2.45744228e-005,0.000494323
2.45744478e-005,0.000549248
2.45744728e-005,0.00137312
2.45744978e-005,0.00263639
2.45745228e-005,0.00433906
2.45745478e-005,0.00612411
2.45745728e-005,0.00812887
2.45745978e-005,0.0100787
2.45746228e-005,0.0103533
2.45746478e-005,0.00738738
2.45746728e-005,0.00156536
2.45746978e-005,-0.00461368
2.45747228e-005,-0.00837603
2.45747478e-005,-0.0085408
2.45747728e-005,-0.00617904
2.45747978e-005,-0.00346026
2.45748228e-005,-0.00131819
2.45748478e-005,0.000933721
2.45748728e-005,0.00414682
2.45748978e-005,0.00777186
