LECROYWR640Zi,60762,Waveform
Segments,1,SegmentSize,402
Segment,TrigTime,TimeSinceSegment1
#1,11-Oct-2021 10:08:30,0                 
Time,Ampl
5.37419604e-006,0.00538263
5.37422104e-006,0.00203222
5.37424604e-006,0.000851334
5.37427104e-006,0.00205968
5.37429604e-006,0.00420175
5.37432104e-006,0.00543755
5.37434604e-006,0.00541009
5.37437104e-006,0.005108
5.37439604e-006,0.00543755
5.37442104e-006,0.00639874
5.37444604e-006,0.00722261
5.37447104e-006,0.00755216
5.37449604e-006,0.00757962
5.37452104e-006,0.00755216
5.37454604e-006,0.00719515
5.37457104e-006,0.00546502
5.37459604e-006,0.00222445
5.37462104e-006,-0.00137312
5.37464604e-006,-0.00315817
5.37467104e-006,-0.00200475
5.37469604e-006,0.00178506
5.37472104e-006,0.00681067
5.37474604e-006,0.0111497
5.37477104e-006,0.0136213
5.37479604e-006,0.0140058
5.37482104e-006,0.0126052
5.37484604e-006,0.00974915
5.37487104e-006,0.00628889
5.37489604e-006,0.00296594
5.37492104e-006,0.000659097
5.37494604e-006,0.000466861
5.37497104e-006,0.00238923
5.37499604e-006,0.00524532
5.37502104e-006,0.007305
5.37504604e-006,0.00703037
5.37507104e-006,0.00414682
5.37509604e-006,0.000302086
5.37512104e-006,-0.00280116
5.37514604e-006,-0.00411936
5.37517104e-006,-0.0040919
5.37519604e-006,-0.00389966
5.37522104e-006,-0.00436652
5.37524604e-006,-0.00538263
5.37527104e-006,-0.00579456
5.37529604e-006,-0.0048883
5.37532104e-006,-0.00260893
5.37534604e-006,0.000384473
5.37537104e-006,0.0034328
5.37539604e-006,0.00612411
5.37542104e-006,0.00804648
5.37544604e-006,0.00865065
5.37547104e-006,0.00744231
5.37549604e-006,0.00458622
5.37552104e-006,0.000961184
5.37554604e-006,-0.00222445
5.37557104e-006,-0.00411936
5.37559604e-006,-0.00466861
5.37562104e-006,-0.00346026
5.37564604e-006,-0.000247161
5.37567104e-006,0.00447637
5.37569604e-006,0.00991392
5.37572104e-006,0.0137312
5.37574604e-006,0.0137037
5.37577104e-006,0.00972169
5.37579604e-006,0.00332295
5.37582104e-006,-0.0027737
5.37584604e-006,-0.0059868
5.37587104e-006,-0.00557486
5.37589604e-006,-0.00288355
5.37592104e-006,0.000411936
5.37594604e-006,0.00348772
5.37597104e-006,0.00604173
5.37599604e-006,0.0081014
5.37602104e-006,0.00939214
5.37604604e-006,0.00900766
5.37607104e-006,0.00645366
5.37609604e-006,0.00293848
5.37612104e-006,0.000164774
5.37614604e-006,-0.000906259
5.37617104e-006,-5.49248e-005
5.37619604e-006,0.00186744
5.37622104e-006,0.00389966
5.37624604e-006,0.00606919
5.37627104e-006,0.00829364
5.37629604e-006,0.00999631
5.37632104e-006,0.0103808
5.37634604e-006,0.00930975
5.37637104e-006,0.00752469
5.37639604e-006,0.00609665
5.37642104e-006,0.00541009
5.37644604e-006,0.00499815
5.37647104e-006,0.00406443
5.37649604e-006,0.00269131
5.37652104e-006,0.00175759
5.37654604e-006,0.00175759
5.37657104e-006,0.00238923
5.37659604e-006,0.00307579
5.37662104e-006,0.0032131
5.37664604e-006,0.00304833
5.37667104e-006,0.00291101
5.37669604e-006,0.00274624
5.37672104e-006,0.00227938
5.37674604e-006,0.00120835
5.37677104e-006,-0.000192237
5.37679604e-006,-0.00129073
5.37682104e-006,-0.00167521
5.37684604e-006,-0.00167521
5.37687104e-006,-0.0018949
5.37689604e-006,-0.00296594
5.37692104e-006,-0.00477846
5.37694604e-006,-0.00562979
5.37697104e-006,-0.00236177
5.37699604e-006,0.007305
5.37702104e-006,0.0250182
5.37704604e-006,0.0507505
5.37707104e-006,0.0818105
5.37709604e-006,0.115727
5.37712104e-006,0.151757
5.37714604e-006,0.189408
5.37717104e-006,0.228185
5.37719604e-006,0.266522
5.37722104e-006,0.299944
5.37724604e-006,0.32293
5.37727104e-006,0.333146
5.37729604e-006,0.331306
5.37732104e-006,0.319717
5.37734604e-006,0.300658
5.37737104e-006,0.274624
5.37739604e-006,0.240186
5.37742104e-006,0.197537
5.37744604e-006,0.150631
5.37747104e-006,0.105181
5.37749604e-006,0.0671181
5.37752104e-006,0.0403422
5.37754604e-006,0.0244964
5.37757104e-006,0.0163401
5.37759604e-006,0.0121109
5.37762104e-006,0.00933721
5.37764604e-006,0.00744231
5.37767104e-006,0.00681067
5.37769604e-006,0.00779932
5.37772104e-006,0.00944706
5.37774604e-006,0.0103808
5.37777104e-006,0.0101611
5.37779604e-006,0.00955691
5.37782104e-006,0.00950199
5.37784604e-006,0.0105456
5.37787104e-006,0.0124405
5.37789604e-006,0.0132094
5.37792104e-006,0.0114793
5.37794604e-006,0.00763454
5.37797104e-006,0.0029934
5.37799604e-006,-0.000521785
5.37802104e-006,-0.00126327
5.37804604e-006,0.000604173
5.37807104e-006,0.00398205
5.37809604e-006,0.00829364
5.37812104e-006,0.013127
5.37814604e-006,0.0176309
5.37817104e-006,0.0204046
5.37819604e-006,0.0205968
5.37822104e-006,0.0176858
5.37824604e-006,0.0129348
5.37827104e-006,0.00881543
5.37829604e-006,0.0064262
5.37832104e-006,0.00549248
5.37834604e-006,0.00491577
5.37837104e-006,0.00357011
5.37839604e-006,0.0018949
5.37842104e-006,0.00118088
5.37844604e-006,0.0023343
5.37847104e-006,0.00519039
5.37849604e-006,0.00856826
5.37852104e-006,0.0106554
5.37854604e-006,0.0104357
5.37857104e-006,0.00807394
5.37859604e-006,0.00486084
5.37862104e-006,0.00258146
5.37864604e-006,0.002554
5.37867104e-006,0.00491577
5.37869604e-006,0.00818379
5.37872104e-006,0.0112321
5.37874604e-006,0.0128524
5.37877104e-006,0.0122208
5.37879604e-006,0.0089802
5.37882104e-006,0.00362504
5.37884604e-006,-0.0023343
5.37887104e-006,-0.00612411
5.37889604e-006,-0.00543755
5.37892104e-006,-0.00057671
5.37894604e-006,0.0053277
5.37897104e-006,0.00892528
5.37899604e-006,0.00834857
5.37902104e-006,0.00477846
5.37904604e-006,0.00131819
5.37907104e-006,-0.00010985
5.37909604e-006,0.000714022
5.37912104e-006,0.00258146
5.37914604e-006,0.00414682
5.37917104e-006,0.00486084
5.37919604e-006,0.005108
5.37922104e-006,0.00516293
5.37924604e-006,0.00530024
5.37927104e-006,0.00549248
5.37929604e-006,0.00551994
5.37932104e-006,0.00543755
5.37934604e-006,0.00557486
5.37937104e-006,0.00634381
5.37939604e-006,0.00788171
5.37942104e-006,0.00994138
5.37944604e-006,0.0115891
5.37947104e-006,0.011699
5.37949604e-006,0.009859
5.37952104e-006,0.00637127
5.37954604e-006,0.00241669
5.37957104e-006,-0.000549248
5.37959604e-006,-0.00123581
5.37962104e-006,0.000384473
5.37964604e-006,0.00329549
5.37967104e-006,0.00584949
5.37969604e-006,0.00645366
5.37972104e-006,0.00521785
5.37974604e-006,0.00378981
5.37977104e-006,0.00403697
5.37979604e-006,0.00617904
5.37982104e-006,0.00878796
5.37984604e-006,0.00977661
5.37987104e-006,0.00788171
5.37989604e-006,0.00417428
5.37992104e-006,0.000741484
5.37994604e-006,-0.00112596
5.37997104e-006,-0.00123581
5.37999604e-006,-0.000137312
5.38002104e-006,0.00101611
5.38004604e-006,0.00148297
5.38007104e-006,0.00183998
5.38009604e-006,0.0027737
5.38012104e-006,0.00499815
5.38014604e-006,0.00851334
5.38017104e-006,0.0117539
5.38019604e-006,0.0128249
5.38022104e-006,0.0113145
5.38024604e-006,0.0083211
5.38027104e-006,0.0059868
5.38029604e-006,0.00565725
5.38032104e-006,0.00678321
5.38034604e-006,0.00779932
5.38037104e-006,0.00771693
5.38039604e-006,0.00637127
5.38042104e-006,0.00469607
5.38044604e-006,0.00357011
5.38047104e-006,0.00313071
5.38049604e-006,0.00354265
5.38052104e-006,0.00455876
5.38054604e-006,0.00560233
5.38057104e-006,0.00573964
5.38059604e-006,0.00491577
5.38062104e-006,0.00373488
5.38064604e-006,0.0032131
5.38067104e-006,0.00403697
5.38069604e-006,0.00541009
5.38072104e-006,0.0059868
5.38074604e-006,0.00557486
5.38077104e-006,0.00499815
5.38079604e-006,0.00491577
5.38082104e-006,0.00494323
5.38084604e-006,0.00403697
5.38087104e-006,0.00194983
5.38089604e-006,0.00057671
5.38092104e-006,0.00197729
5.38094604e-006,0.00653605
5.38097104e-006,0.0120285
5.38099604e-006,0.0152965
5.38102104e-006,0.0152416
5.38104604e-006,0.0132369
5.38107104e-006,0.0114518
5.38109604e-006,0.0113145
5.38112104e-006,0.0118088
5.38114604e-006,0.0109575
5.38117104e-006,0.00796409
5.38119604e-006,0.00367996
5.38122104e-006,-0.000357011
5.38124604e-006,-0.002554
5.38127104e-006,-0.00247161
5.38129604e-006,-0.000768947
5.38132104e-006,0.00192237
5.38134604e-006,0.00543755
5.38137104e-006,0.00914498
5.38139604e-006,0.0115617
5.38142104e-006,0.0110948
5.38144604e-006,0.00755216
5.38147104e-006,0.0027737
5.38149604e-006,0.000494323
5.38152104e-006,0.00318564
5.38154604e-006,0.00914498
5.38157104e-006,0.0137861
5.38159604e-006,0.0135664
5.38162104e-006,0.00843095
5.38164604e-006,0.00156536
5.38167104e-006,-0.00318564
5.38169604e-006,-0.00447637
5.38172104e-006,-0.00367996
5.38174604e-006,-0.00197729
5.38177104e-006,0.000714022
5.38179604e-006,0.00381727
5.38182104e-006,0.00639874
5.38184604e-006,0.00675575
5.38187104e-006,0.00406443
5.38189604e-006,0.000247161
5.38192104e-006,-0.00120835
5.38194604e-006,0.00126327
5.38197104e-006,0.00639874
5.38199604e-006,0.0110124
5.38202104e-006,0.0119187
5.38204604e-006,0.00873304
5.38207104e-006,0.0038722
5.38209604e-006,0.000549248
5.38212104e-006,0.000796409
5.38214604e-006,0.00461368
5.38217104e-006,0.00950199
5.38219604e-006,0.0126876
5.38222104e-006,0.0131819
5.38224604e-006,0.0121384
5.38227104e-006,0.0116715
5.38229604e-006,0.0132094
5.38232104e-006,0.0154888
5.38234604e-006,0.0161204
